0.9610399667	4.5229840043
0.9680385905	1.9296112163
0.9750372142	-3.8279928764
0.9820358379	-2.7397903901
0.9890344616	-1.3795159869
0.9960330854	-2.6489472039
1.0030317091	-2.2500295583
1.0100303328	0.9907326925
1.0170289565	0.3135129087
1.0240275802	-0.6472295518
1.0310262040	2.6248199756
1.0380248277	3.8993556057
1.0450234514	1.9392636814
1.0520220751	0.3922219279
1.0590206988	-2.1080907866
1.0660193226	-3.4091282480
1.0730179463	-1.5626472994
1.0800165700	-0.2654685205
1.0870151937	0.5525821546
1.0940138174	-0.0775635422
1.1010124412	-0.0449332692
1.1080110649	0.2869035678
1.1150096886	-0.2766144501
1.1220083123	-0.3284979391
1.1290069360	0.5488713529
1.1360055598	1.2544250664
1.1430041835	2.4869188929
1.1500028072	0.6902618040
1.1570014309	-0.4866112230
1.1640000546	0.2505344848
1.1709986784	-0.9162363859
1.1779973021	-0.3465446038
1.1849959258	1.7492179098
1.1919945495	2.8283311102
1.1989931732	1.4240510159
1.2059917970	0.3877838842
1.2129904207	0.9421185961
1.2199890444	2.2478829259
1.2269876681	2.3289547254
1.2339862919	0.6002846754
1.2409849156	-0.9687706925
1.2479835393	-0.8623551445
1.2549821630	0.4881006178
1.2619807867	-0.8868830117
1.2689794105	-1.5775542944
1.2759780342	0.6921477097
1.2829766579	-0.0980829696
1.2899752816	-0.4782799170
1.2969739053	-1.4180862410
1.3039725291	-0.8634036279
1.3109711528	-1.0595807346
1.3179697765	-0.2038224373
1.3249684002	0.2999651689
1.3319670239	1.4838948932
1.3389656477	0.9618379427
1.3459642714	-0.7516473987
1.3529628951	0.5696815258
1.3599615188	2.5504097944
1.3669601425	1.4027402517
1.3739587663	0.0406562456
1.3809573900	-0.4530758905
1.3879560137	1.9296532289
1.3949546374	1.5955781443
1.4019532611	0.7817027917
1.4089518849	0.8617533153
1.4159505086	1.3547982650
1.4229491323	0.9765207218
1.4299477560	0.1589217758
1.4369463798	1.0555649551
1.4439450035	2.3040365295
1.4509436272	2.6447248157
1.4579422509	1.2108225962
1.4649408746	0.4180708445
1.4719394984	0.6822043660
1.4789381221	0.6868765920
1.4859367458	0.0954339281
1.4929353695	0.7093041008
1.4999339932	0.4853685018
1.5069326170	0.1148144556
1.5139312407	-0.2564756291
1.5209298644	-0.1459831965
1.5279284881	-1.3120454255
1.5349271118	-0.9390761900
1.5419257356	0.8507051119
1.5489243593	2.4209060787
1.5559229830	1.7249458614
1.5629216067	1.6807657864
1.5699202304	0.8091961954
1.5769188542	-0.2858634752
1.5839174779	1.1148271295
1.5909161016	2.0213589637
1.5979147253	1.9024890303
1.6049133490	0.9005959931
1.6119119728	0.1263770351
1.6189105965	0.4461260056
1.6259092202	1.7888078642
1.6329078439	2.3961457151
1.6399064677	3.5270342073
1.6469050914	1.2795831221
1.6539037151	0.8720284218
1.6609023388	2.7601275897
1.6679009625	1.4230037685
