0.9610399667	7.0614015363
0.9680385905	10.9589204406
0.9750372142	5.2784260862
0.9820358379	2.0230050049
0.9890344616	0.1108173090
0.9960330854	-1.3484825802
1.0030317091	4.4067921469
1.0100303328	6.5847115922
1.0170289565	2.6845653932
1.0240275802	2.7849913615
1.0310262040	4.7125469640
1.0380248277	3.8059648826
1.0450234514	1.5733626933
1.0520220751	2.5103749154
1.0590206988	4.2041930775
1.0660193226	0.2859418700
1.0730179463	1.4462357522
1.0800165700	2.0317526120
1.0870151937	-0.3255646436
1.0940138174	-0.2557479713
1.1010124412	2.1849991404
1.1080110649	2.9946402914
1.1150096886	3.7483022034
1.1220083123	2.0050152277
1.1290069360	3.8942056230
1.1360055598	5.2123233441
1.1430041835	4.9087661468
1.1500028072	3.0361514176
1.1570014309	2.8209673485
1.1640000546	4.1089755232
1.1709986784	2.7846333589
1.1779973021	4.1378026462
1.1849959258	7.7027016903
1.1919945495	6.6316582454
1.1989931732	2.8297978685
1.2059917970	1.5905302481
1.2129904207	5.4355390448
1.2199890444	4.4070492979
1.2269876681	8.0462688117
1.2339862919	6.4437966373
1.2409849156	5.1047118686
1.2479835393	4.0291587792
1.2549821630	2.4637658226
1.2619807867	-0.3721697737
1.2689794105	3.0757901903
1.2759780342	3.3841617219
1.2829766579	2.7779322156
1.2899752816	3.6526064983
1.2969739053	2.6892383062
1.3039725291	3.4259807732
1.3109711528	3.4200457359
1.3179697765	1.9178047147
1.3249684002	2.1397972275
1.3319670239	2.8540548906
1.3389656477	4.8744001517
1.3459642714	4.7768017868
1.3529628951	5.1428852170
1.3599615188	6.9890134528
1.3669601425	5.2513574045
1.3739587663	4.1106205433
1.3809573900	4.6609458092
1.3879560137	3.3881881963
1.3949546374	1.8669161362
1.4019532611	1.3967712723
1.4089518849	3.3123915358
1.4159505086	2.9180809975
1.4229491323	3.3118081589
1.4299477560	2.6110203103
1.4369463798	3.2368857169
1.4439450035	3.6499918792
1.4509436272	2.2863001853
1.4579422509	1.9394798870
1.4649408746	2.0687900694
1.4719394984	2.4259705485
1.4789381221	3.4823777094
1.4859367458	5.3577347160
1.4929353695	6.2122061503
1.4999339932	4.7843455847
1.5069326170	3.4899617199
1.5139312407	3.2835918923
1.5209298644	4.9918500871
1.5279284881	4.1473733180
1.5349271118	3.6168523020
1.5419257356	6.1356305675
1.5489243593	5.1555607221
1.5559229830	5.7146471800
1.5629216067	4.8522874624
1.5699202304	2.2328829394
1.5769188542	0.4267589336
1.5839174779	2.6686285500
1.5909161016	3.8660185154
1.5979147253	2.3387168568
1.6049133490	1.8149411224
1.6119119728	2.9478610424
1.6189105965	4.0695840818
1.6259092202	5.4259745935
1.6329078439	3.6470526034
1.6399064677	5.0695338435
1.6469050914	2.3449233643
1.6539037151	4.2747263723
1.6609023388	5.4544153662
1.6679009625	4.3201419419
1.6748995863	4.0509429772
1.6818982100	3.7799561318
1.6888968337	1.9085218163
1.6958954574	2.4738652977
1.7028940811	3.8980714175
1.7098927049	3.9944763959
1.7168913286	3.6746876822
1.7238899523	4.1139121656
1.7308885760	3.8121437722
1.7378871997	2.9724063562
1.7448858235	3.3529914874
1.7518844472	3.0354345775
1.7588830709	2.4250030301
1.7658816946	1.7821323632
1.7728803183	1.3914782490
1.7798789421	1.5344134407
1.7868775658	2.0548986566
1.7938761895	1.6845879627
1.8008748132	0.4484270500
1.8078734369	0.2557911726
1.8148720607	1.3053977491
1.8218706844	1.7208163538
1.8288693081	2.3330936108
1.8358679318	1.9966643835
1.8428665556	2.3097679710
1.8498651793	3.1968687085
1.8568638030	2.0891202631
1.8638624267	2.1989695239
1.8708610504	2.6310473799
1.8778596742	2.1035558150
1.8848582979	3.8519111840
1.8918569216	2.9664515123
1.8988555453	0.5390307527
1.9058541690	0.3768722208
1.9128527928	1.4369206935
1.9198514165	2.2368437186
1.9268500402	2.1712770705
1.9338486639	2.4296162082
1.9408472876	1.7275720574
1.9478459114	3.4369947181
1.9548445351	2.8035305297
1.9618431588	3.7349752068
1.9688417825	2.8901060218
1.9758404062	1.8235438237
1.9828390300	1.4095101967
1.9898376537	0.5474546257
1.9968362774	-0.4408668885
2.0038349011	-0.1546185507
2.0108335248	0.9308296021
2.0178321486	1.0436447176
2.0248307723	0.0504404510
2.0318293960	0.3699110191
2.0388280197	0.6435357555
2.0458266434	0.4973097915
2.0528252672	-0.1498424361
2.0598238909	-0.4613593603
2.0668225146	0.1156430896
2.0738211383	-0.8314965947
2.0808197621	-1.6199212287
2.0878183858	-2.8605738263
2.0948170095	-2.5284412367
2.1018156332	-2.3971625993
2.1088142569	-1.8875076754
2.1158128807	0.3953603479
2.1228115044	2.0910027566
2.1298101281	2.6972910365
2.1368087518	3.5843606097
2.1438073755	2.7403736679
2.1508059993	1.0150316344
2.1578046230	-0.6578842700
2.1648032467	-0.2936889218
2.1718018704	0.9034120825
2.1788004941	-0.4616507740
2.1857991179	-2.0120579405
2.1927977416	-1.7255468524
2.1997963653	-1.9675238323
2.2067949890	-1.5438991558
2.2137936127	-0.3606512611
2.2207922365	0.8705524202
2.2277908602	-0.0306924764
2.2347894839	-0.3318067139
2.2417881076	-0.6437525469
2.2487867313	-1.4238344418
2.2557853551	-0.4850253944
2.2627839788	-0.9785979814
2.2697826025	-2.2335493980
2.2767812262	-1.5138985466
2.2837798500	-2.3419056713
2.2907784737	-1.3363707375
2.2977770974	-0.4827553964
2.3047757211	-1.0369719448
2.3117743448	-0.9166176506
2.3187729686	0.1850742310
2.3257715923	-0.5508854281
2.3327702160	-1.2698807178
2.3397688397	-1.4994837120
2.3467674634	-0.3792527000
2.3537660872	-0.4124023774
2.3607647109	-0.4266510201
2.3677633346	-0.7045761182
2.3747619583	-1.3262763182
2.3817605820	-1.2477162787
2.3887592058	-1.8257574383
2.3957578295	-2.6066779535
2.4027564532	-0.6419943545
2.4097550769	1.7697099266
2.4167537006	1.9440505873
2.4237523244	-0.5398141127
2.4307509481	-0.1518957387
2.4377495718	1.2991571597
2.4447481955	-0.0660548895
2.4517468192	-1.8132617677
2.4587454430	-1.5361504381
2.4657440667	-1.0803499233
2.4727426904	0.2557681300
